path,size_bytes,sha256,recommendation,kind,description,deletion_risk,json_shape,top_level_records,qa_count_if_dataset,parse_error
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/_last_run_summary.json,6055,051b7689e15cec40331311188ec403e88ff44d24e034c98a17ff814aaa4951e1,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,array,4,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/xb_0010.json,8914,5098ce5925cf071b129a1fa764a8cd51dc74e2eeafb44173fc23786ed37fa85a,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/xb_0065.json,14583,6f98273f24683610395f55c6921eb9008f3e4dc2add43829d5b4a1904c103ba8,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/xb_0070.json,7347,3ec2b518759ff5f50074a988ce70248456fece09d2bcfa608b72f51f70a870a0,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/xb_0155.json,9189,4f594fe72ce7e3c01135514dbe1095b96870c9256814be87f2ab5cd980f28cd9,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/xb_0205.json,16695,a9582bb5aba9ac213a04a40691a45878ee0d8167dc1e8f0938416365e8e7e7fe,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/xb_0206.json,6568,f9946a0d4fe8f457d2d09e8f3ac3b641b31c3c91a32dde15676edc466aa1b663,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/claude_claude-sonnet-5/xb_0240.json,10196,4d765a64a4fe5e00a9602464f1e4b636e02146b726e9959e125971b3fbc506d8,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/gemini_gemini-2.5-flash/_last_run_summary.json,6059,178d4bfd1a9a2e55e3de427c90c4eca2914dc9aee51ffdcfed7484d19dd40e92,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,array,4,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/dual_review/gemini_gemini-2.5-flash/xb_0010.json,5919,bc44056c3a02021544f0f87176d14d369ef2222622942ed0f0a42a99d315efa9,archive_then_delete,model_or_cleaning_review,Claude/Gemini 复审、修订或确定性清洗的逐项记录与台账。,最终 QA 可独立读取，但删除会削弱双审、修订和证据清洗的可审计性。,object,13,,
