path,size_bytes,sha256,recommendation,kind,description,deletion_risk,json_shape,top_level_records,qa_count_if_dataset,parse_error
data/qa/challenge/challenge_summary.json,678,6d0f5155125398c362d8bf4c471e98729824f753fb5c559b1d5f2dede0710ce5,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,16,,
data/qa/challenge/quality_profile.json,2818,c3af89a2851ea4c67f8dd2a737a3b610b74c6c8da586fd047eb14a096842d4b3,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,25,,
data/qa/challenge/rel__challenge__candidate__batch01__n1000.json,2565677,a1f51cdfe9a866cbcc87dc2a49cf0987c8bc3196f873dca038eaffbd353b68db,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,389,1000,
data/qa/challenge/rel__challenge__candidate_unanswerable__batch01__n1190.json,2903101,1a2787b5ac116d5627f4f9dc4f067505a9d40d3e85eab6020d16f8a377ccfe71,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,441,1190,
data/qa/challenge/rel__challenge__evidence_ablation__batch01__n850.json,3038591,59d26747f131260c2835b0fe31d8215d26df69b85eeebf7276c405982b5990a2,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,247,850,
data/qa/challenge/rel__challenge__replaced__batch01__n1190__v1.json,2884560,ae685292e175f040e86b54c7760d3c34e55faccbe9171fc2383ecd96fe23d58c,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,451,1190,
data/qa/challenge/validation_summary.json,336,d275cf168f7088897b41b8aa16847ddea188a0829645db40f2912c2db4a9d31b,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,9,,
data/qa/cross_pdf/challenge/generation/xb_0010.json,110533,0dbf3ee1c9754a8db8407185384e03735c8edd8b220c7b2cbe6129c96e2b026b,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0031.json,119049,f5954175cc4fbabf92a65db0a51dee4d9a76c817161fc01ef8e477c49ddd3d38,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0051.json,98713,5044aee6fea339e4d949addfac3e720b9f8508ab14baeb2b5ec0885a3e5fee86,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0062.json,113091,d6a477e17b4701cc07174a79b3e68ed89db43589dbf9d469f72f1a2bc299cf88,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0065.json,118794,3c50a907c31eabfab3e78bc3819481bffd917e04095c1e95193865d6214b9daa,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0086.json,194983,ef4e072f72a45aa549eb382fe6f72d419f922dc00c636adad13cf19213251088,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0088.json,120375,31317427eca863f67909359a682d8e1b81901fa3d7f8377071ec7fff5679d199,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0090.json,77445,a44b03c730963a4a39fbc2bf6343e6e1c560f5525650b3c4ebc7efe7a983dd58,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0092.json,82892,74bc20705982f9b8cf26921ec919280c4642af9711d6ab7b9d1d98cfd13f1305,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0094.json,72644,e0563b16c6f91b8298f8d4d23d3b1f2919cb3b8118621f0387a65b06f00c49c7,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0098.json,111063,73ef995e2063973c554980a4c31e74e825080ccfec38b43d98077c6911ad6fed,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0121.json,151083,cf8dd0f502e081a3cd6adb9cfeec62042c0b72841b37118d353b208401fa0aa9,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0136.json,115998,ed7b2d384e7afd8b7ba0a84bcefcf0c3fb4e8f40232f1dd579181ff4b9cc711f,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0148.json,117396,f560ed9222466605450a8657617ca3d18426721e0227952fec16a13dbc012eab,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0164.json,118006,7976bb75a262ebd3c3f2f4c06f3837341721f6442c19558c367cce657d592a9d,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0170.json,88834,516145a0df5b309d845721ca811a7c866e5cdeb72eea11e44a7a65eab6e65072,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0175.json,114194,d906d8cd9739ca7d3b9ed30468a4fc0f6009f48cd946f7b3d555c54a4d385aff,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0194.json,77084,e19796f17a1ad105e0551b9df96c7aacf0434ee643379923847d5c0e1d8303b0,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0205.json,116012,b10324196a9334ab9d0d97653281739dc89ff79688bae67cdf7bc3c9b5dd1cdc,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0216.json,121979,cc99175ab262b4d3e0a2981734fc9ae983447413b9c473d12346fe77de48d118,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0219.json,124546,016fdf67056c1f44ab0cd6870fb8db5b5e38364855113ee90727455b7dedad7c,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0222.json,89251,749d58053203532da11e50bc5367e1bdbd5463b593c41883a66d243cde89ab8d,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0230.json,68756,5308ea5851bb7f5fe183ec34936bb6b952c9182cc9dbe819056fac6fdb561f1b,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0231.json,81900,3208dac91fadf04a4a000ef631c1891199862d5f48ca9ae2384b97ddfef0eb95,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0240.json,128053,f392ab49ecb40d6d7cb0afb99858e01752b4cf9781a6599cbc2f5300a1c1c797,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0248.json,103094,cbe6f15b3784b9610cf7a495eaf598857fbf5364045337be8c291db3c672b754,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0249.json,100746,29191138865af9f1f114260d958f058ec1c1f7bf81cce1c8d8f9fef3d66a492d,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0252.json,104983,e32b55137677a40115587652cbe69c6ba01291386c0bc4cb5418a24767976f9d,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0254.json,85575,8c836e5c04f1e6b2a7ef58b6a49d2c0cf27d3870717106ff5bc95ebc4f2e0507,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0261.json,121421,b22322f105e297e7878f2469489cb28e18bfd9ff0aa108b4fa5390d3847fc2df,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0263.json,84545,b2fcd622c161677437f7211fd7b90d3d8e519f92acb1fb1e7cf3bc8315e9778a,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0264.json,112428,f3225702fa9f82921c4ea0cbfb5cf65f4b7c727efe8e03aa7d38f0650ac8a97d,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
data/qa/cross_pdf/challenge/generation/xb_0275.json,65340,2cd042d28fa6074e33aa4a290d4e745cc80baff02f1f82e1c240a33257d1369a,archive_then_delete,historical_qa_artifact,最终四文件之外的 QA 候选、摘要、清洗记录或历史数据。,最终四文件不直接读取；删除后可能无法复现旧数据或旧实验。,object,11,,
