path,size_bytes,sha256,recommendation,kind,description,deletion_risk,json_shape,top_level_records,qa_count_if_dataset,parse_error
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0003.json,15002,24642339debf4fa29b5ae71f4ee29e5e7f4e55bc8a7a277fe6aaa7dcd00e1b66,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0010.json,21181,51029ff38addbf641480338e68afbd7b34b45057464efffeca010f75e01fb04b,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0014.json,8237,6e937769025a32fac3e288ab2f07a0101237818238850d2b70d806aec594880c,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0018.json,7069,c3e2954a77eedea58675033c0c954a61daf07cfaf80aa7a8c3786c972a457f2f,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0020.json,9007,7063f508fbca97118b4281c8febf715c4b4d1f566ba1777843027a350aa82c8a,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0020__round1.json,8609,4c6bc9e1f7ee8cfc016ff22a44faa19e8f31ba7eacc3eedd366d674b15f7b8d2,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0057.json,7543,97b0854d868453dff329c08b8ec32b2c089b7da91f8b9544255e58b9ac6d94b2,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0062.json,15722,31807777472f5bb2521096e5e3bf91ee0cbc3b35dc46bc1e4e22c05e397e26b4,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0064.json,7651,7b4453fd41e31ef9c5d63bbb4bb56a3f9f17512c02b8e02fe8e44f6ce7901e23,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
data/qa/cross_pdf/hard_expansion/audited_full_pilot_v1/raw/xb_0065.json,41871,8dfb6b26bde10cbba88927c0087ce0cb553ef3030892db4ae364eb16b747465f,archive_then_delete,generation_raw_shard,生成器按论文、bundle、轮次保存的原始响应分片。,最终文件不直接读取，但删除会失去候选生成原文和断点复现依据。,object,12,,
